,ACKR,AFGH,AIRT,AKIT,AMAL,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BEDT,BELS,BERD,BICH,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BPIC,BRIA,BRIT,BRTR,BRUS,BSJI,BULD,BULM,BULT,CAIR,CANE,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COLL,COTO,CRES,DACH,DALM,DANE,DDBX,DEER,DOBP,ECKR,ESET,ESSP,EURA,FBUL,FCR,FIEL,FINS,GLEN,GOLD,GORD,GPYR,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ICES,IRIT,ISET,ITGY,IWOF,IWSP,KEES,KELP,KOMO,KUVZ,LAB,LEON,LHSA,MAST,MBLT,MPIN,MPOO,MSNZ,NELK,NEWF,NORF,NOWT,NSDT,OES,OTTR,PAPI,PARS,PBGV,PEMB,PHAR,POM,PTWD,PUG,PULI,PUMI,RHOD,ROTT,SALU,SAMO,SCOT,SCWT,SHAR,SHIB,SHIH,SILK,SKIP,SLOU,SPIN,SPOO,SSHP,SSNZ,STAF,STBD,SVAL,TIBM,TIBS,TIBT,TPOO,TURV,VIZS,WEIM,WFOX,WHIP,WHWT,YORK
RHOD,0.008368192,0.002838698,0.018594491,0.002308724,0.00243399,0.018232964,0.00323599,0.013166341,0.010084811,0.008137638,0.00509494,0.006466053,0.008049351,0.004131163,0.006018445,0.008002489,0.013274125,0.012689523,0.008692365,0.004982968,0.004211349,0.012281184,0.010026223,0.010326459,0.002863904,0.005576775,0.010339455,0.015925763,0.004723708,0.014622331,0.02225887,0.016668244,0.006831841,0.006959217,0.018074567,0.007654034,0.010972961,0.005598705,0.00297162,0.00053956,0.005717261,0.011521788,0.00597186,0.005477093,0.013657404,0.011801018,0.069167764,0.009154583,0.011753177,0.009552192,0.014507392,0.011629467,0.013030452,0.003133861,0.00970668,0.007028548,0.003767862,0.000678837,0.016647603,0.009613764,0.017572255,0.003075334,0.040013034,0.008255067,0.009853978,0.009281955,0.014079029,0.013590357,0.003861934,0.007166471,0.009719145,0.010961741,0.014085755,0.017463772,0.010341143,0.009703364,0.010794225,0.012326325,0.011039688,0.018147492,0.012656864,0.005184204,0.013430887,0.005791981,0.007891645,0.009816424,0.006440824,0.00534599,0.015916163,0.00486185,0.005615725,0.007174403,0.0116653,0.008168605,0.008116384,0.015044682,0.008394775,0.008530401,0.008794615,0.00883011,0.012201429,0.004579311,0.006904992,0.012585317,1,0.016417786,0.004029005,0.001079158,0.00401658,0.010941873,0.00079244,0.001504675,0.002419723,0.013692671,0.011971082,0.002545767,0.011341256,0.006359762,0.005924892,0.009151281,0.011676585,0.010074693,0.004355584,0.001420581,0.001892225,0.0054463,0.008430602,0.008835876,0.01123216,0.011741525,0.005055774,0.013639,0.004827276,0.01366002
ROTT,0.004238775,0.000390894,0.002284555,0.001345409,0.000428291,0.009077572,0.003494323,0.004478692,0.002885314,0.004387098,0.004944294,0.002393474,0.002926965,0.006116745,0.002982222,0.004334024,0.010836952,0.01134624,0.003938401,0.001778181,0.002917359,0.007415335,0.016922522,0.005228182,0.010063697,0.008919392,0.005771039,0.329083316,0.004180315,0.000334016,0.003425476,0.012346244,0.005928853,0.005328727,0.01492524,0.007062574,0.006895483,0.004358865,0.002123001,0.000409917,0.002370528,0.003677531,0.009672,0.004580072,0.00985687,0.005939717,0.054217422,0.004497468,0.003165279,0.013139715,0.004652448,0.009770136,0.004332236,0.001714664,0.005661379,0.002884552,0.001950184,0.003452906,0.004420341,0.004300293,0.007905812,0.004704822,0.009811831,0.009864646,0.007883491,0.023639223,0.018398003,0.009960655,0.000404607,0.003953902,0.005195624,0.004331821,0.004604663,0.013734235,0.005963953,0.011003933,0.006907611,0.009456362,0.005988641,0.005119457,0.04655175,0.002667901,0.014063871,0.004454427,0.009475216,0.004884724,0.002618337,0.002735976,0.01365369,0.000827748,0.001350497,0.004391529,0.005783759,0.002944816,0.007687297,0.011213697,0.004294415,0.003845227,0.00267555,0.015279608,0.005189555,0.004709909,0.015122298,0.008544224,0.016417786,1,0.000755717,0.002437244,0.003699089,0.003037091,0.000541101,0.001571598,0.001011963,0.007468022,0.009561839,0.003671072,0.010138905,0.006070217,0.003019722,0.008823339,0.0057298,0.022961709,0.006322143,0.000775136,0.001076128,0.005069619,0.005413529,0.007630403,0.011304607,0.006795899,0.001732566,0.004001355,0.00300722,0.004840025
SALU,0.000972627,0.068444424,0.000487414,0.000669902,0.000849155,0.003512869,0.114999658,0.001575156,0.001658642,0.001144634,0.001956788,0.001296855,0.002093417,0.000947305,0.001189469,0.002163796,0.005089633,0.000711472,0.001728407,0.000807347,0.016025386,0.001831349,0.001310337,0.000771069,0.001224737,0.003033586,0.001730279,0.002543103,0.002719096,0.00204976,0.001311013,0.001088775,0.000931317,0.001832281,0.003574828,0.00154738,0.002686402,0.004485162,0.000563827,0.000779848,0.000683256,0.000681271,0.002418262,0.001479881,0.002620813,0.0034802,0.005315193,0.000750731,0.005091081,0.000691093,0.001417127,0.001348149,0.001249586,0.000901265,0.001661425,0.000847035,0.001614884,0.000674145,0.001207152,0.001098576,0.002272671,0.000774818,0.008265362,0.000937085,0.002466229,0.000509183,0.001504743,0.011304601,0.000760854,0.000930323,0.000492964,0.001463102,0.003420386,0.000689536,0.001096854,0.001060878,0.00139059,0.017503327,0.015377637,0.001979242,0.002740666,0.005004717,0.001109155,0.001080677,0.001198074,0.002117115,0.000634259,0.002121825,0.001332765,0.000662231,0.000772147,0.001232969,0.001200559,0.00076846,0.002118235,0.003830146,0.001259581,0.001071879,0.002463445,0.002153699,0.001164175,0.001710696,0.012813697,0.01007311,0.004029005,0.000755717,1,0.002606113,0.000812237,0.000897151,0.001447459,0.000818865,0.002461036,0.003529154,0.006503367,0.051805016,0.003608141,0.001377283,0.000780595,0.001200847,0.001575393,0.000911122,0.000657118,0.0379782,0.004940834,0.004172623,0.006088772,0.001437103,0.004771972,0.000767715,0.000744207,0.000974559,0.000849014,0.002060496
SAMO,0.002538757,0.001077901,0.001395756,0.000365362,0.010417606,0.003710029,0.003039343,0.004464813,0.005590611,0.003999035,0.001177002,0.002140323,0.002379102,0.002035915,0.004836976,0.001889334,0.002266364,0.002839257,0.005188751,0.00176304,0.002064598,0.003103051,0.000498151,0.001030169,0.005232245,0.001443852,0.000548787,0.003107614,0.002623002,0.000324579,0.00262302,0.00046238,0.00146396,0.002004738,0.002213561,0.003228997,0.002858026,0.002741631,0.00259789,0.001541246,0.000369298,0.003301766,0.001801155,0.005334024,0.006341016,0.002151476,0.003333582,0.002500726,0.001606183,0.001941108,0.001462595,0.003578188,0.00221001,0.099376397,0.002763473,0.00244666,0.002340245,0.005903295,0.006205638,0.002884068,0.000593729,0.001589422,0.004015163,0.00394025,0.003341919,0.002573794,0.001903971,0.001596535,0.019258549,0.012638357,0.009779226,0.001239688,0.002202958,0.0008857,0.003363687,0.011558754,0.005651168,0.004127547,0.003932382,0.002979727,0.003231523,0.001973254,0.001556821,0.002428516,0.007086208,0.004118039,0.00252783,0.006133219,0.001250606,0.002568398,0.001562611,0.001451686,0.002879685,0.001322422,0.007096759,0.004670181,0.001240172,0.005308017,0.000378484,0.008985521,0.000475458,0.005302412,0.005279233,0.005992832,0.001079158,0.002437244,0.002606113,1,0.001400403,0.00229442,0.000516762,0.000405603,0.000422674,0.003337359,0.007213883,0.000718459,0.003869674,0.004864703,0.006957223,0.004010459,0.00227794,0.004239466,0.006155415,0.000726144,0.0004438,0.001903944,0.003540768,0.003055684,0.002820707,0.002201922,0.005286402,0.001135076,0.003585804,0.004512472
SCOT,0.004355523,0.000405488,0.011129139,0.000390946,0.000445875,0.016996108,0.002423047,0.010341218,0.008640821,0.017299799,0.003975574,0.007029155,0.004378248,0.001954414,0.008957475,0.007613108,0.006819417,0.002617918,0.01298983,0.013520747,0.001869645,0.009107857,0.009186872,0.004335932,0.001857972,0.003124508,0.005263018,0.004977532,0.006752428,0.000344615,0.00794707,0.005545222,0.007558124,0.2161101,0.009906401,0.014596397,0.01054237,0.005041351,0.003137398,0.000425996,0.011966568,0.006433724,0.005454163,0.005459318,0.006627872,0.006418525,0.008772043,0.00291882,0.006250198,0.002996416,0.008353527,0.00478102,0.006568253,0.001733578,0.006151223,0.003734706,0.003032129,0.002305113,0.016910289,0.00277333,0.005717055,0.002124742,0.006334731,0.005671905,0.003290714,0.00363489,0.005681459,0.006249094,0.000420265,0.00721631,0.009327922,0.005298893,0.004933493,0.002885515,0.006537838,0.003453204,0.007363354,0.005054273,0.003638837,0.005943468,0.007967218,0.002368433,0.005108029,0.005976981,0.004975224,0.004725311,0.005728274,0.003904466,0.00378774,0.039729896,0.079058801,0.00641642,0.006791916,0.004588952,0.009307817,0.014672475,0.006975709,0.017350029,0.001690136,0.00554609,0.003800005,0.006787623,0.00334525,0.002781001,0.00401658,0.003699089,0.000812237,0.001400403,1,0.008104147,0.000569474,0.001085583,0.000945834,0.01052356,0.005229403,0.000824573,0.007082815,0.004654954,0.006931463,0.006780946,0.008089985,0.003325476,0.004249415,0.000834712,0.00849407,0.004231657,0.005385106,0.006733592,0.006193629,0.002763605,0.006537163,0.00532613,0.239953374,0.014868689
SCWT,0.007321878,0.000425598,0.009410434,0.001531058,0.001650701,0.03644098,0.000803124,0.006677857,0.007122237,0.015227462,0.003482505,0.012775545,0.01738999,0.001813771,0.007301781,0.004868232,0.004465547,0.005139763,0.012999578,0.023203877,0.004063114,0.023585121,0.007783308,0.013372369,0.006949284,0.004925051,0.005761184,0.006390375,0.010760344,0.000359032,0.025092803,0.008738805,0.012393549,0.015435433,0.008913041,0.012233241,0.007519504,0.00700773,0.00372605,0.000448247,0.009277375,0.009309705,0.003971584,0.009563592,0.007571024,0.011330714,0.006587833,0.010700998,0.00476425,0.004395227,0.010310159,0.008483798,0.006850702,0.001837847,0.030292559,0.006075385,0.008396478,0.001920249,0.094229392,0.005804443,0.004642263,0.002786027,0.009318359,0.000496093,0.008641439,0.002790032,0.0047842,0.009925784,0.000441906,0.004308638,0.132631223,0.005284404,0.007919331,0.002840563,0.005092875,0.004646612,0.014917845,0.008947993,0.005539053,0.008472473,0.004830954,0.003720614,0.006658622,0.010174384,0.008566003,0.008119509,0.006347094,0.003346393,0.008002688,0.015399679,0.007395607,0.007522572,0.00713377,0.010373594,0.012139955,0.027550401,0.004812419,0.012514458,0.002365618,0.005230062,0.007101183,0.010367139,0.007313972,0.007226821,0.010941873,0.003037091,0.000897151,0.00229442,0.008104147,1,0.00060995,0.001176561,0.004296278,0.02756133,0.008191647,0.003094256,0.004543784,0.012927903,0.00995883,0.006908004,0.024783123,0.007860633,0.012230582,0.00092465,0.00145318,0.010610491,0.005231425,0.006275348,0.007796389,0.004595554,0.044131798,0.011929219,0.013544263,0.024505924
SHAR,0.004299656,0.000519248,0.001777773,0.005815426,0.001405045,0.00794243,0.001217486,0.004174762,0.000886728,0.002997882,0.001456695,0.000771644,0.002734835,0.000632725,0.000564455,0.002345225,0.007668957,0.000518034,0.000906285,0.000567066,0.000665166,0.004567209,0.000776397,0.049437198,0.004925096,0.002896717,0.000906799,0.000641622,0.002214242,0.000423461,0.019383831,0.011572919,0.00304072,0.00093405,0.011188168,0.000853904,0.000753318,0.001337263,0.00180343,0.032832988,0.000502912,0.000501836,0.001929959,0.002597289,0.001103266,0.002545559,0.001444837,0.003297983,0.000470456,0.002459969,0.000812683,0.000789517,0.001458234,0.01613378,0.005657681,0.000586363,0.000416443,0.000497959,0.00204591,0.001283075,0.001036431,0.000550823,0.000887498,0.014562715,0.001074903,0.000950434,0.000840757,0.001136391,0.00150862,0.000625104,0.001267531,0.000645424,0.000691701,0.000506306,0.000696118,0.000681452,0.000803886,0.000895649,0.000962462,0.000970796,0.000595396,0.004164564,0.005622671,0.003351888,0.000735558,0.001002828,0.000475855,0.001003884,0.002014441,0.000491428,0.000549472,0.002066408,0.000736494,0.000547602,0.003484847,0.006267566,0.000758292,0.000685975,0.000520103,0.001010963,0.002294802,0.001417188,0.000968674,0.004013993,0.00079244,0.000541101,0.001447459,0.000516762,0.000569474,0.00060995,1,0.007559822,0.006941694,0.001237329,0.000859184,0.001487107,0.00076009,0.000799421,0.000553736,0.002060552,0.006745839,0.000616376,0.001211303,0.005212702,0.003084484,0.002408196,0.001134662,0.001924008,0.000854012,0.000547224,0.000535174,0.000644769,0.000587311,0.000989943
SHIB,0.002203442,0.000407133,0.000321873,0.020608477,0.002297303,0.003444612,0.00068751,0.002541692,0.003556942,0.00376771,0.001785662,0.000547564,0.001220956,0.000473754,0.000516222,0.004760208,0.003825176,0.000406386,0.001806495,0.001952662,0.00049171,0.002007596,0.00164979,0.003359043,0.001211178,0.001251551,0.002028173,0.000478724,0.004541866,0.000345802,0.00262496,0.003430996,0.000469721,0.001642262,0.002183088,0.001549577,0.00174007,0.003351835,0.024236481,0.004066664,0.002046124,0.00039635,0.002813234,0.001500454,0.002042554,0.001587159,0.001562973,0.001300443,0.00148119,0.001686119,0.002261517,0.004503867,0.003103272,0.002825416,0.002554323,0.001221225,0.001754644,0.000393928,0.001302961,0.002699861,0.005186645,0.002539419,0.001300793,0.001785482,0.002476893,0.001271613,0.002453239,0.006892935,0.000821654,0.004079546,0.002395994,0.003494352,0.002220324,0.000399134,0.002931413,0.001288627,0.002790722,0.001928949,0.000637211,0.002752814,0.000452511,0.004636783,0.00162324,0.000504918,0.001803575,0.002109105,0.001755718,0.000655107,0.004533121,0.00038983,0.002266673,0.002120946,0.001358349,0.000424362,0.000654765,0.003788929,0.000540806,0.001846554,0.002077931,0.003094954,0.001712049,0.00309251,0.000639928,0.001224969,0.001504675,0.001571598,0.000818865,0.000405603,0.001085583,0.001176561,0.007559822,1,0.003424924,0.003130612,0.000590238,0.000831405,0.00054172,0.003022077,0.001798318,0.002401005,0.001619262,0.000891693,0.001376447,0.002757287,0.003564202,0.003593759,0.00128886,0.002689902,0.002221163,0.000424135,0.0010532,0.003113329,0.001221426,0.00219409
SHIH,0.003595096,0.000424336,0.003789017,0.001368131,0.001699762,0.003577886,0.000798641,0.002645189,0.004237035,0.008136994,0.002258937,0.00188707,0.002505137,0.001808619,0.002461749,0.014744922,0.003875563,0.002086646,0.002024377,0.0033893,0.00118448,0.004145793,0.002968772,0.001977954,0.002562334,0.002042989,0.003009706,0.002660936,0.008546223,0.000358134,0.002198167,0.0029072,0.001396467,0.004885331,0.003747292,0.00195392,0.002677372,0.016171373,0.026609318,0.001343332,0.004097934,0.002172983,0.005353852,0.021138661,0.005169461,0.003597629,0.005292016,0.003751601,0.002115266,0.001455907,0.006681361,0.00221005,0.003873484,0.00193292,0.00243485,0.002507372,0.004364103,0.002579838,0.002216338,0.005067548,0.003654079,0.002181148,0.002866108,0.002244939,0.003408447,0.001209598,0.005344483,0.006171145,0.001427844,0.00329862,0.002593959,0.00285354,0.002754055,0.001502678,0.002471758,0.003663938,0.003043665,0.003304097,0.006098255,0.004729983,0.002090608,0.377054235,0.003554581,0.001506646,0.004763336,0.006701034,0.003611323,0.005741525,0.00261679,0.002298502,0.003029198,0.005249511,0.004886204,0.003670542,0.013299143,0.004502246,0.002646503,0.002802569,0.001008885,0.00605104,0.003586391,0.018159482,0.004908408,0.003110114,0.002419723,0.001011963,0.002461036,0.000422674,0.000945834,0.004296278,0.006941694,0.003424924,1,0.005519722,0.006403425,0.002705326,0.005402463,0.006237609,0.000447092,0.003367605,0.00286559,0.001928199,0.004812961,0.0056578,0.163785312,0.033903583,0.007120011,0.004855233,0.003237019,0.00274347,0.001158791,0.001267885,0.003112385,0.007102973
SILK,0.01601222,0.00065861,0.01653527,0.001240322,0.003597916,0.037530045,0.002416318,0.015292343,0.012010493,0.272716845,0.009741116,0.02552273,0.017787626,0.007933986,0.013963063,0.019655655,0.022101466,0.007426759,0.021780694,0.016882107,0.005442347,0.03561084,0.019030927,0.006642559,0.009377427,0.01067544,0.01419653,0.008002601,0.015157738,0.000511776,0.017748183,0.00649972,0.013652654,0.027064317,0.021334093,0.012867276,0.012996143,0.026863343,0.006616508,0.000714475,0.015198823,0.004376554,0.016317822,0.022069768,0.023927685,0.016008296,0.011847611,0.007490256,0.0045856,0.008569252,0.020932518,0.013095312,0.011284386,0.00370208,0.019265928,0.011936652,0.012724024,0.00301685,0.02005059,0.01071501,0.029105034,0.004934609,0.010375119,0.00580286,0.017085485,0.00408694,0.025885292,0.044289946,0.0006985,0.006005393,0.020603426,0.01053241,0.016209123,0.004751333,0.014963335,0.007970955,0.017508946,0.009722388,0.011865425,0.024424119,0.007320173,0.01291723,0.007714737,0.016202016,0.02678848,0.019144272,0.007830366,0.010607286,0.01771857,0.04049874,0.037214609,0.008803596,0.015221092,0.019740831,0.034501569,0.045933096,0.017038126,0.015233629,0.003596956,0.035617854,0.007938009,0.016575111,0.009986621,0.013997426,0.013692671,0.007468022,0.003529154,0.003337359,0.01052356,0.02756133,0.001237329,0.003130612,0.005519722,1,0.012220216,0.003774519,0.006996916,0.019266013,0.009819402,0.019622581,0.028330538,0.005589967,0.004906644,0.003996732,0.004499053,0.021389751,0.045402169,0.010555867,0.010968948,0.006354128,0.016068137,0.015179232,0.012783905,0.414207473
SKIP,0.010037135,0.000533603,0.009534769,0.001610972,0.000605815,0.017060224,0.001311134,0.012037691,0.010541906,0.007811287,0.005150506,0.008926719,0.006246387,0.021792546,0.002606948,0.019378942,0.020472948,0.013169312,0.006907077,0.010568652,0.001629764,0.017172996,0.014622205,0.006427683,0.005915841,0.009193522,0.006778807,0.0118874,0.040722152,0.00043296,0.006179914,0.006684844,0.00639647,0.005371213,0.00970868,0.008696131,0.008694545,0.01852679,0.004208366,0.000569693,0.007389659,0.001978741,0.004959268,0.00861981,0.023496787,0.00916558,0.01057577,0.008446702,0.004798857,0.011128999,0.010459083,0.007258328,0.00999639,0.004889305,0.013759498,0.006597648,0.006071594,0.003894415,0.011955033,0.007970397,0.011239317,0.004041852,0.008905316,0.00622444,0.014770069,0.008376341,0.014390378,0.015231736,0.00055949,0.021191957,0.010961114,0.005676195,0.016667542,0.004242195,0.008952656,0.029713675,0.006986978,0.009262822,0.009470226,0.012288852,0.008366274,0.009207589,0.007480489,0.007074578,0.017667506,0.026175917,0.015562922,0.009567833,0.011611743,0.009624217,0.01047338,0.016363461,0.008317444,0.004630595,0.039173884,0.024864119,0.008518911,0.011265401,0.005152378,0.043700286,0.006700877,0.029717128,0.024801154,0.027211265,0.011971082,0.009561839,0.006503367,0.007213883,0.005229403,0.008191647,0.000859184,0.000590238,0.006403425,0.012220216,1,0.001611248,0.008302599,0.015526985,0.0039075,0.02214592,0.009355189,0.008269286,0.015240546,0.001650418,0.006656545,0.015896368,0.022812075,0.022362454,0.009669429,0.004704987,0.005503375,0.004720521,0.007317132,0.015237123
SLOU,0.002609653,0.011142286,0.00097088,0.000678272,0.000862648,0.003437231,0.015257397,0.009325824,0.001710913,0.001169286,0.000919662,0.003879754,0.000561641,0.000964129,0.004655343,0.007360786,0.013388518,0.00072092,0.005248479,0.003460402,0.005022233,0.001895282,0.003275505,0.00231521,0.000443063,0.006974097,0.006254733,0.002550965,0.003256614,0.00189697,0.001343455,0.00297792,0.000947572,0.00189628,0.016452963,0.001592777,0.008393195,0.027610935,0.000569744,0.000791213,0.001980078,0.003863074,0.007583495,0.004311442,0.007803274,0.005957634,0.005129413,0.00450657,0.003977646,0.000700004,0.005903094,0.006374628,0.004577825,0.000916479,0.001713875,0.00086046,0.003965845,0.000682622,0.001234604,0.002827996,0.011431366,0.003589857,0.010500252,0.005222668,0.007839399,0.002603955,0.010272933,0.007551681,0.000771669,0.000946544,0.001783082,0.003752097,0.003199262,0.001832155,0.003558687,0.002807357,0.005606036,0.00615004,0.006848257,0.004936145,0.003575555,0.003544087,0.003183862,0.001102626,0.00122511,0.009644267,0.000641757,0.011223882,0.001366307,0.000670409,0.000783287,0.006275639,0.004601808,0.000779494,0.00664944,0.014732413,0.003580772,0.001093468,0.006872458,0.002242666,0.005779927,0.002911053,0.002044651,0.005036856,0.002545767,0.003671072,0.051805016,0.000718459,0.000824573,0.003094256,0.001487107,0.000831405,0.002705326,0.003774519,0.001611248,1,0.005679327,0.010208763,0.002861796,0.00122801,0.001622474,0.001688974,0.001687357,0.008736819,0.001928825,0.00130729,0.011333844,0.001476179,0.00444129,0.003318455,0.001398445,0.005821471,0.001953944,0.008082313
SPIN,0.006940429,0.000493635,0.003735409,0.003299749,0.003896689,0.012100784,0.002567926,0.006423463,0.007879804,0.008408482,0.008740703,0.00570119,0.009436102,0.004518526,0.006922784,0.007181105,0.009626223,0.006230309,0.006025776,0.00227866,0.003076336,0.010008046,0.006265801,0.003365038,0.003316803,0.010763771,0.064005773,0.019426345,0.007927293,0.00040627,0.002919082,0.004957579,0.004700143,0.003989379,0.0158891,0.010378161,0.015696878,0.01119748,0.00214054,0.000524365,0.005756536,0.003836457,0.004313361,0.00668102,0.021532789,0.017765791,0.006129675,0.003280876,0.002029865,0.006979701,0.012805742,0.031299286,0.013684661,0.002739759,0.008844447,0.008244319,0.016125973,0.002249373,0.008868853,0.024437174,0.050581774,0.007972037,0.009415283,0.004550065,0.06718681,0.004943084,0.014567074,0.044703202,0.000515708,0.006308864,0.001669442,0.02504918,0.009151067,0.002559665,0.012416212,0.007762762,0.008777683,0.002634874,0.016720814,0.015102242,0.009010456,0.004390333,0.004948244,0.002653137,0.013368463,0.015861732,0.002858767,0.008542195,0.006228634,0.002417553,0.004877862,0.004014279,0.011935223,0.003463574,0.009751736,0.012131619,0.009511119,0.00494091,0.010872331,0.013138341,0.009109732,0.006373431,0.011430591,0.009384182,0.011341256,0.010138905,0.003608141,0.003869674,0.007082815,0.004543784,0.00076009,0.00054172,0.005402463,0.006996916,0.008302599,0.005679327,1,0.007040241,0.003602824,0.013448294,0.004254055,0.005936889,0.006286444,0.004822653,0.00061208,0.003041903,0.019302565,0.016428661,0.027169553,0.016927437,0.001912053,0.004583993,0.002894744,0.016962146
SPOO,0.012489792,0.000509928,0.004127369,0.000487141,0.002692567,0.007868086,0.00296439,0.009252279,0.007165081,0.005455338,0.008028903,0.004205677,0.004974276,0.008761369,0.00506432,0.020098414,0.016211437,0.004642167,0.005842551,0.008608117,0.00238823,0.007782842,0.011184386,0.004034783,0.004743502,0.006826454,0.017413317,0.013337874,0.01401339,0.000417242,0.006744871,0.005099342,0.003279772,0.005131525,0.01140702,0.007255134,0.007512454,0.019212575,0.00565677,0.000542788,0.014859695,0.002457168,0.009173104,0.010640863,0.019602286,0.015102151,0.01247631,0.009523688,0.003556341,0.005374027,0.012220308,0.009110238,0.014176196,0.004039542,0.007858922,0.010147753,0.006573605,0.002908486,0.006608023,0.011848888,0.014388572,0.004013593,0.00522768,0.004650816,0.022984727,0.01133422,0.013156487,0.021231658,0.000533517,0.005944579,0.004859919,0.016125315,0.007555849,0.003602588,0.013455843,0.017686021,0.003846326,0.016961345,0.009104215,0.015146416,0.006161204,0.008611351,0.004113011,0.004374678,0.012133646,0.143989728,0.009802619,0.008481418,0.016301068,0.004425743,0.004517062,0.006785549,0.009679926,0.003458908,0.015475212,0.015327204,0.010286172,0.005271307,0.005191353,0.022128829,0.03644865,0.010393621,0.027961968,0.022291587,0.006359762,0.006070217,0.001377283,0.004864703,0.004654954,0.012927903,0.000799421,0.003022077,0.006237609,0.019266013,0.015526985,0.010208763,0.007040241,1,0.002540055,0.014253505,0.004583517,0.007521446,0.010576214,0.001443173,0.008771334,0.007777761,0.115391679,0.01087047,0.018501975,0.010264117,0.005618434,0.005019482,0.005616704,0.012227304
SSHP,0.003290739,0.000397445,0.013938409,0.000383465,0.002188574,0.015869775,0.000708429,0.025889331,0.078117547,0.005813956,0.003063618,0.005926848,0.006404086,0.010016769,0.051901343,0.005393789,0.010923131,0.001868726,0.065997302,0.003233338,0.002452875,0.007227306,0.004090465,0.003720498,0.002960462,0.004509198,0.005607542,0.01116253,0.006541806,0.000338788,0.004633965,0.005445658,0.004026055,0.006208581,0.006335889,0.066901668,0.006088554,0.007341172,0.002979394,0.000417127,0.003896454,0.390656114,0.002070325,0.004785511,0.005723219,0.002822434,0.005891198,0.002992239,0.002834592,0.002477273,0.007660499,0.003254803,0.002647385,0.003436254,0.005779622,0.003215264,0.004307306,0.003162214,0.004928392,0.002875675,0.006148844,0.002314447,0.00608985,0.006735527,0.005499924,0.002261704,0.003892911,0.004775601,0.002227359,0.012167044,0.005681292,0.004228134,0.003547912,0.004227277,0.006946461,0.009243865,0.044050422,0.00058592,0.004553364,0.008553737,0.004442593,0.00306557,0.004380834,0.003034553,0.003652918,0.00396759,0.003181401,0.003314398,0.007587984,0.002682654,0.001353408,0.043475314,0.030164548,0.005103481,0.006421796,0.008506822,0.002591004,0.061169617,0.001974611,0.012884041,0.003751009,0.003279248,0.003472835,0.005012342,0.005924892,0.003019722,0.000780595,0.006957223,0.006931463,0.00995883,0.000553736,0.001798318,0.000447092,0.009819402,0.0039075,0.002861796,0.003602824,0.002540055,1,0.005743888,0.007209414,0.003912997,0.005635587,0.00080133,0.001188247,0.0029618,0.008760841,0.005008184,0.00388776,0.001985467,0.007179724,0.005820366,0.005717324,0.012766893
SSNZ,0.00858614,0.00048362,0.010477161,0.002101494,0.000542194,0.011230105,0.001038158,0.006987617,0.012203414,0.010288691,0.008472564,0.007790508,0.006750583,0.007267651,0.003251825,0.017242087,0.011870653,0.005251851,0.008579691,0.008886993,0.003884476,0.01049829,0.008299911,0.006472577,0.01079526,0.006755326,0.009589322,0.015715075,0.020455278,0.000399462,0.010531649,0.006109485,0.005166298,0.009524531,0.017392182,0.009823706,0.007028334,0.009760954,0.002792803,0.000513079,0.012290866,0.003309312,0.010991094,0.009470799,0.014489505,0.009266962,0.013701414,0.011452313,0.004845388,0.011260465,0.013353674,0.006528822,0.007203238,0.006962896,0.012926139,0.008317407,0.003984339,0.001805977,0.00764663,0.007060029,0.010112352,0.005073694,0.008221862,0.010590817,0.010021689,0.006538733,0.072701137,0.011135665,0.000504788,0.00992306,0.005205503,0.004861257,0.008799223,0.004575827,0.007157862,0.026042573,0.006450376,0.010076923,0.009200591,0.009535419,0.0115232,0.007991245,0.005829068,0.004452177,0.022131093,0.01254004,0.050543497,0.013127227,0.006783837,0.008003591,0.006372993,0.005888409,0.005861742,0.00513643,0.020404596,0.013893951,0.00324507,0.008553777,0.004078913,0.045744941,0.010124156,0.017504799,0.020162842,0.020214983,0.009151281,0.008823339,0.001200847,0.004010459,0.006780946,0.006908004,0.002060552,0.002401005,0.003367605,0.019622581,0.02214592,0.00122801,0.013448294,0.014253505,0.005743888,1,0.007778658,0.012105739,0.007069126,0.001250632,0.003934322,0.006787158,0.014547484,0.011730673,0.007006984,0.007901982,0.005973434,0.006021846,0.005486512,0.013674229
