,ACKR,AFGH,AIRT,AKIT,AMAL,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BEDT,BELS,BERD,BICH,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BPIC,BRIA,BRIT,BRTR,BRUS,BSJI,BULD,BULM,BULT,CAIR,CANE,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COLL,COTO,CRES,DACH,DALM,DANE,DDBX,DEER,DOBP,ECKR,ESET,ESSP,EURA,FBUL,FCR,FIEL,FINS,GLEN,GOLD,GORD,GPYR,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ICES,IRIT,ISET,ITGY,IWOF,IWSP,JACK,KEES,KELP,KOMO,KUVZ,LAB,LEON,LHSA,MAST,MBLT,MPIN,MPOO,MSNZ,NELK,NEWF,NORF,NOWT,NSDT,OES,OTTR,PAPI,PARS,PBGV,PEMB,PHAR,POM,PTWD,PUG,PULI,PUMI,RHOD,ROTT,SALU,SAMO,SCOT,SCWT,SHAR,SHIB,SHIH,SILK,SKIP,SLOU,SPIN,SPOO,SSHP,SSNZ,STAF,STBD,SVAL,TIBM,TIBS,TIBT,TPOO,TURV,VIZS,WEIM,WFOX,WHIP,WHWT,YORK
LEON,0.853016191,0.853319089,0.830195468,0.832131401,0.851524813,0.898037128,0.893649562,0.887587834,0.888382877,0.873514266,0.85696602,0.870196893,0.83494349,0.864296987,0.859593252,0.891418424,0.90114743,0.851885212,0.884650112,0.848019541,0.871095265,0.87402112,0.882974383,0.778971323,0.822199626,0.872924515,0.887098031,0.862179155,0.866905072,0.793342188,0.839595807,0.858001431,0.805773039,0.886328362,0.907334811,0.880628268,0.871569025,0.906923792,0.842018602,0.82869497,0.834132227,0.824643704,0.858935145,0.881954739,0.89862278,0.87639704,0.891009077,0.849356407,0.835225758,0.85545486,0.870279199,0.87508435,0.858316367,0.861096681,0.86711662,0.848966172,0.838202869,0.857144827,0.861675104,0.86666868,0.894836734,0.868934665,0.867844873,0.856550285,0.894198312,0.831651079,0.885883801,0.904662809,0.84470657,0.868911154,0.828032933,0.857555653,0.869397389,0.841803935,0.869613829,0.905821422,0.870864234,0.866870244,0.885919162,0.894680926,0.892553811,1,0.885379834,0.865738385,0.819843007,0.868046035,0.892464982,0.829718976,0.890823413,0.881494986,0.833050618,0.839654271,0.869702772,0.874666878,0.845090047,0.889749155,0.902123851,0.87499509,0.864466064,0.85390189,0.894987274,0.872808314,0.831739288,0.890811122,0.884739131,0.880249024,0.862657864,0.896996225,0.863030565,0.854326948,0.851647482,0.855414579,0.842871256,0.854568872,0.901374948,0.879965256,0.906425287,0.88205961,0.871134639,0.842889396,0.879742718,0.866219032,0.877355487,0.850197618,0.883657624,0.865350209,0.87196277,0.896453867,0.875924382,0.879510823,0.850046912,0.839799672,0.862838397,0.854049187,0.889470448
LHSA,0.88411114,0.893639494,0.852145897,0.887568693,0.898053994,0.918584594,0.937873334,0.917693466,0.919327928,0.903166022,0.884479434,0.898393481,0.859140216,0.891097136,0.886393893,0.93157756,0.930709995,0.874759012,0.916256597,0.872874006,0.898299264,0.89602662,0.906705102,0.794411272,0.842973836,0.900017897,0.918786634,0.885902802,0.902287257,0.836412974,0.853259469,0.874947159,0.821053857,0.915149169,0.931620093,0.911035108,0.898529517,0.946303299,0.886694851,0.889596886,0.865563136,0.847305717,0.892058279,0.916630379,0.928734106,0.906516693,0.907582701,0.866630502,0.851265277,0.880751698,0.897521248,0.90411952,0.887978877,0.909406368,0.888388455,0.87635134,0.863200874,0.894751146,0.884546881,0.891674656,0.923552088,0.896985953,0.882057671,0.873956711,0.924090143,0.848894416,0.913477974,0.93598099,0.895436612,0.903214255,0.850015023,0.886113899,0.895722396,0.859255534,0.895617475,0.941098481,0.900227608,0.895870797,0.921125673,0.927881864,0.920693237,0.885379834,1,0.880732766,0.837277194,0.900696117,0.926705802,0.859159256,0.925899638,0.902343029,0.85743043,0.867680815,0.897515014,0.900027711,0.872273919,0.925750914,0.935115993,0.905707863,0.892763789,0.88405952,0.929035578,0.90264195,0.865273781,0.926070018,0.919101217,0.903562936,0.879670072,0.940721344,0.899164855,0.880732125,0.87660809,0.916248766,0.900548832,0.943901884,0.934195623,0.911369152,0.946123505,0.913315457,0.905548597,0.868859227,0.909377615,0.883391891,0.887899129,0.880801538,0.94607076,0.935356692,0.913915975,0.92985646,0.903068844,0.910537185,0.877910441,0.863598524,0.882732102,0.880377887,0.922439848
MAST,0.850553865,0.846776536,0.831496303,0.827438321,0.847454603,0.907666635,0.887526008,0.885560865,0.887289749,0.873759202,0.854549906,0.866913377,0.83789255,0.860184031,0.856015912,0.889606767,0.898700815,0.849010845,0.882143802,0.851286505,0.870850097,0.88617599,0.880445461,0.794759622,0.81918836,0.870253596,0.884632804,0.859311573,0.866388407,0.78810614,0.863873776,0.91734902,0.815456339,0.885118003,0.919566621,0.879653605,0.871561362,0.903812143,0.83656901,0.824067164,0.837774923,0.82241448,0.86066321,0.878510381,0.895680014,0.877125618,0.888785738,0.863154842,0.835916223,0.853310283,0.868619997,0.870751664,0.855711982,0.85692283,0.879157757,0.853408004,0.83447794,0.852564413,0.865891213,0.868568803,0.890967983,0.863696072,0.869044867,0.844889827,0.891412878,0.826321151,0.882708736,0.899351611,0.840318638,0.864690694,0.828320096,0.854545677,0.866058866,0.843072721,0.867642948,0.907136449,0.864365789,0.862445682,0.881381746,0.890135357,0.894472434,0.865738385,0.880732766,1,0.831917636,0.868912306,0.888938224,0.829569758,0.886405802,0.882612909,0.833112194,0.841194412,0.868012693,0.874238896,0.842247013,0.887368055,0.903157349,0.872059047,0.864579561,0.850978635,0.891023335,0.87092299,0.826391901,0.889508888,0.880704378,0.878212064,0.85540762,0.891461643,0.856214373,0.853666669,0.856948169,0.854472367,0.83955075,0.851290881,0.900826187,0.87667049,0.902703541,0.878734575,0.866100975,0.841385753,0.876810154,0.876219465,0.874627161,0.846659835,0.877582721,0.860793347,0.871099953,0.893408178,0.873304692,0.876402635,0.847464629,0.842899243,0.86344553,0.854817543,0.888762027
MBLT,0.810633327,0.806132017,0.803837519,0.789942005,0.805893981,0.889663476,0.840439479,0.843421194,0.844647481,0.834327096,0.812072254,0.822495729,0.802102671,0.821675063,0.818013691,0.84226918,0.853465725,0.809230695,0.841216363,0.818395476,0.826759927,0.856591651,0.838794235,0.77254247,0.781223576,0.825924568,0.838447474,0.817453021,0.822269353,0.754278522,0.838247534,0.831854236,0.976706482,0.843347672,0.867219989,0.841724748,0.827109996,0.858730112,0.797161909,0.785647266,0.79642967,0.791521172,0.818047654,0.836641082,0.847239398,0.836073852,0.844962081,0.822992269,0.799807868,0.814368385,0.826770039,0.827503459,0.81483952,0.814126632,0.850691331,0.810987875,0.796974469,0.811547888,0.839517739,0.827924344,0.844032282,0.820677085,0.8297668,0.804267186,0.843193809,0.789822181,0.841626663,0.850883885,0.798041988,0.822868823,0.79858062,0.810921757,0.828596753,0.804803836,0.826057165,0.869841615,0.822258186,0.825362248,0.838706145,0.845179783,0.848511392,0.819843007,0.837277194,0.831917636,1,0.832003927,0.845622323,0.794214243,0.839910836,0.835757835,0.798796743,0.807780325,0.828194362,0.836295099,0.801368179,0.84513316,0.86516878,0.828100183,0.827023731,0.809880569,0.844666212,0.826134251,0.790112913,0.844204602,0.83550956,0.837785183,0.814457679,0.845049608,0.81541555,0.817172651,0.823891358,0.812279338,0.801395295,0.810130557,0.861458169,0.832931536,0.855928194,0.836101011,0.820586706,0.805960417,0.834613662,0.868409415,0.821279965,0.808669213,0.833237487,0.817376058,0.830567031,0.849771062,0.831345561,0.830946106,0.806523135,0.811838092,0.826161617,0.819233816,0.850068799
MPIN,0.87211896,0.864382507,0.844016848,0.844135499,0.861640062,0.905231045,0.906838618,0.901432025,0.902826206,0.88881393,0.870353653,0.884309943,0.847471917,0.875395952,0.870378254,0.909297329,0.913270968,0.861240368,0.899116938,0.865125415,0.879940709,0.882770759,0.892944709,0.786618257,0.82980109,0.885190447,0.904288073,0.871200458,0.885890123,0.805083508,0.843696732,0.864325622,0.815962139,0.901466198,0.914106859,0.894936299,0.88270243,0.925301865,0.855718034,0.840490437,0.855470385,0.835238961,0.877394066,0.898134539,0.913873213,0.892139945,0.893782307,0.855329244,0.841973449,0.868533597,0.885533804,0.890065606,0.875727927,0.873676152,0.874680236,0.862316292,0.852798926,0.87252431,0.872851231,0.876035232,0.91084394,0.879521647,0.871865563,0.858575853,0.909404948,0.838424001,0.897997039,0.917283928,0.856618503,0.882591658,0.841724224,0.872295065,0.8825523,0.847977352,0.882413025,0.923614145,0.883999384,0.881758228,0.898800878,0.909116197,0.905692109,0.868046035,0.900696117,0.868912306,0.832003927,1,0.909424079,0.848517982,0.905782562,0.886154827,0.845992407,0.854293779,0.881068412,0.885592312,0.857360646,0.909099981,0.919904389,0.891603971,0.878931179,0.868773183,0.911506957,0.886092525,0.84729171,0.906982897,0.901547617,0.88969233,0.867073148,0.908926036,0.873282983,0.863899088,0.86466464,0.867517973,0.858004279,0.868872601,0.919635155,0.895184394,0.921028898,0.897900989,0.887980115,0.854602015,0.892588889,0.871716661,0.873303038,0.865658224,0.899841372,0.880252827,0.888765189,0.911970643,0.885655528,0.894121338,0.865381531,0.85494098,0.870814864,0.868049369,0.908198498
MPOO,0.892664971,0.888887292,0.861733526,0.865403746,0.885786967,0.926625113,0.932591366,0.92409154,0.925920902,0.909934958,0.895184559,0.906994258,0.87079437,0.898022113,0.894849396,0.938377194,0.937352711,0.88185565,0.922186056,0.879933165,0.902420032,0.904147615,0.916558089,0.798560754,0.850186738,0.90845331,0.930075823,0.893297321,0.905294229,0.823793192,0.862340087,0.882069842,0.829615267,0.922750866,0.93903055,0.918068777,0.907584504,0.950225084,0.878592807,0.86321996,0.873735334,0.855179673,0.89865669,0.923183779,0.939703196,0.913999848,0.915940392,0.873139883,0.86269659,0.887364567,0.910706166,0.914376716,0.897280472,0.897377448,0.89458392,0.884362651,0.876310934,0.892273582,0.892880338,0.902031798,0.934085585,0.903360455,0.894757897,0.881809255,0.935266158,0.855862329,0.921134542,0.945261429,0.876677235,0.906562863,0.860180396,0.895724909,0.90423221,0.868181479,0.906734622,0.946906362,0.905931248,0.902509632,0.923180076,0.929743822,0.929102451,0.892464982,0.926705802,0.888938224,0.845622323,0.909424079,1,0.866291161,0.928800109,0.912359634,0.865543972,0.875290773,0.905619606,0.908350922,0.879876813,0.930547602,0.941293637,0.914602938,0.900616231,0.892447164,0.932107124,0.917505619,0.864870395,0.933260408,0.924185036,0.911536324,0.889483893,0.935910708,0.896457414,0.886813586,0.884721002,0.889704073,0.879531797,0.893053109,0.943267496,0.921071526,0.948207331,0.922979201,0.924662953,0.875805891,0.917178227,0.892847793,0.894303814,0.883147014,0.921954885,0.902793883,0.912520955,0.994633206,0.910497457,0.920006703,0.887269806,0.873711431,0.891608789,0.89013455,0.930722257
MSNZ,0.828437217,0.825560794,0.805444207,0.806659431,0.823092186,0.859852155,0.863284949,0.8577364,0.858962409,0.84614085,0.831225367,0.842296124,0.811542442,0.834141049,0.833535571,0.863004621,0.866760052,0.821037059,0.853058359,0.823696422,0.841769994,0.840894358,0.85271328,0.749983618,0.796938748,0.842114155,0.858623285,0.830448578,0.846870897,0.772570876,0.810123526,0.824156198,0.78048914,0.856957727,0.867624692,0.852827708,0.842715371,0.879387023,0.819543192,0.806244254,0.815886341,0.802808741,0.834580829,0.85484158,0.869512906,0.848268726,0.852856932,0.816846333,0.810423019,0.829337493,0.845242025,0.84558349,0.832932138,0.836095892,0.834131507,0.822797447,0.816447157,0.83148751,0.834355398,0.835102957,0.862172983,0.840765296,0.835947833,0.822353659,0.863851783,0.801448216,0.857599928,0.870862781,0.818036613,0.844280327,0.805299001,0.828813295,0.842123727,0.812087994,0.839920175,0.877241521,0.847006328,0.837617256,0.85876888,0.863509646,0.860092611,0.829718976,0.859159256,0.829569758,0.794214243,0.848517982,0.866291161,1,0.863263166,0.844766876,0.810631185,0.818213675,0.841098892,0.844500861,0.820373479,0.864363798,0.872462674,0.848006373,0.838745947,0.826009096,0.869512386,0.846335217,0.81433215,0.866407515,0.859050143,0.847218509,0.828057743,0.865967544,0.835693298,0.829373574,0.824851614,0.828408577,0.817930228,0.830879672,0.871620037,0.853296424,0.876500854,0.853204047,0.845207161,0.819584318,0.861419338,0.835039152,0.832092285,0.83014735,0.854896994,0.839015839,0.848629904,0.871997009,0.845404352,0.850877826,0.824115388,0.820942039,0.83268135,0.829842074,0.863461485
NELK,0.883372943,0.889771799,0.857908937,0.871218148,0.887575664,0.924803271,0.933464487,0.921781121,0.923276116,0.905013322,0.888493221,0.902296855,0.862996853,0.894050809,0.890218539,0.927850253,0.935286644,0.876305685,0.920764957,0.87652375,0.905912714,0.900328901,0.91264882,0.799362944,0.84855156,0.902462627,0.921209831,0.890018631,0.901800649,0.824108002,0.860846779,0.880754153,0.82522189,0.919412671,0.937297357,0.914538468,0.902933714,0.945755914,0.874175538,0.868544646,0.863997132,0.852824242,0.893763936,0.916140342,0.933609593,0.91027058,0.912536713,0.871157464,0.861141209,0.883844067,0.901817167,0.904586756,0.888914349,0.899435971,0.891818605,0.879938211,0.866617602,0.898044188,0.890265882,0.896111634,0.926366006,0.901331841,0.895337566,0.88095015,0.928387905,0.851890245,0.916759884,0.937612772,0.884799419,0.910218261,0.85354965,0.886845582,0.900049917,0.867865613,0.900237602,0.940442599,0.904149675,0.899566882,0.920408229,0.931418337,0.92438958,0.890823413,0.925899638,0.886405802,0.839910836,0.905782562,0.928800109,0.863263166,1,0.907067381,0.858843164,0.871270804,0.900022765,0.904504995,0.875648418,0.925357808,0.935672135,0.910324252,0.898003428,0.885789866,0.930785727,0.906319252,0.860101101,0.928846731,0.922744469,0.906984045,0.886011935,0.936741326,0.900214919,0.883266174,0.879017559,0.89493408,0.882966362,0.888893852,0.938017268,0.917252553,0.946027147,0.91502429,0.906868755,0.873408474,0.914121375,0.890434005,0.891512895,0.887677837,0.928346487,0.904304025,0.908490029,0.934970996,0.907431978,0.912448877,0.881309655,0.869641678,0.890618261,0.886218377,0.925430649
NEWF,0.869986521,0.867711737,0.845980222,0.84845602,0.871051342,0.917242519,0.910826532,0.906138416,0.906997782,0.892242842,0.87563132,0.888550797,0.85341986,0.881649755,0.878771999,0.911709027,0.919190194,0.867442216,0.904869096,0.86705581,0.886448072,0.895497412,0.90014681,0.79366244,0.834566289,0.890345819,0.908177929,0.882731231,0.885639996,0.805721048,0.857481077,0.87574685,0.819316707,0.902323943,0.924933805,0.900460645,0.895730516,0.927547317,0.856436117,0.844655974,0.854436687,0.841118855,0.877072201,0.900182347,0.915333888,0.897533036,0.90273256,0.86634852,0.850471499,0.870070298,0.887564654,0.894280701,0.87689715,0.876912443,0.884985172,0.87596043,0.855155046,0.873586679,0.88048429,0.892214762,0.912866497,0.886469579,0.884270278,0.865413417,0.91166341,0.84323645,0.902164629,0.921560346,0.861115829,0.886874371,0.843287106,0.877051317,0.886116643,0.855305406,0.889883626,0.928196688,0.885545385,0.885070356,0.90204706,0.911030057,0.921132453,0.881494986,0.902343029,0.882612909,0.835757835,0.886154827,0.912359634,0.844766876,0.907067381,1,0.84544485,0.85716252,0.890101006,0.893355868,0.862702087,0.909262828,0.924472263,0.894354575,0.882673718,0.871135326,0.910406348,0.889129379,0.843030842,0.909283321,0.905227651,0.894762481,0.873951894,0.91313321,0.877060456,0.867410591,0.867686327,0.872769418,0.860703321,0.869826796,0.921400066,0.89717661,0.926047571,0.899934672,0.892093793,0.860771464,0.893876453,0.883085431,0.883460915,0.865784753,0.901216916,0.880679338,0.888209482,0.914880696,0.892819463,0.898483655,0.86734356,0.85748007,0.878309637,0.870281747,0.909162419
NORF,0.829707611,0.823853686,0.813157266,0.803569921,0.822473456,0.866036672,0.859256404,0.857727638,0.858288191,0.849800471,0.830883831,0.843854468,0.814558031,0.834454267,0.831929056,0.863938575,0.869284543,0.82069815,0.858154059,0.830337715,0.840243901,0.846463135,0.853987643,0.752764913,0.795502838,0.844174343,0.858923969,0.832480374,0.844958019,0.772469516,0.815421229,0.825799471,0.786181243,0.868330828,0.868495871,0.852032864,0.840831726,0.876839627,0.817365058,0.802648449,0.815160151,0.801756606,0.835693992,0.855328145,0.87025837,0.848168825,0.852947842,0.819235683,0.808698017,0.829308029,0.843786857,0.84624323,0.833141206,0.832390043,0.838804453,0.824375015,0.81762083,0.829615312,0.835836289,0.837218664,0.861746462,0.840636997,0.837312136,0.823125342,0.861104275,0.799876876,0.856313195,0.873952996,0.816190147,0.83918492,0.812196542,0.831899212,0.843536942,0.812313119,0.840942427,0.880383389,0.8416265,0.835314632,0.852855099,0.862191619,0.86249211,0.833050618,0.85743043,0.833112194,0.798796743,0.845992407,0.865543972,0.810631185,0.858843164,0.84544485,1,0.883844263,0.841156657,0.845766499,0.821388363,0.862535774,0.878583536,0.846978159,0.837944948,0.827157016,0.864632109,0.845197627,0.807016648,0.864933507,0.855181964,0.847577645,0.82682956,0.863276835,0.831450296,0.840671379,0.828230752,0.826089786,0.817248204,0.829090393,0.880885612,0.852008369,0.87398072,0.852568856,0.844033723,0.81899298,0.850040833,0.838126645,0.833232963,0.823406344,0.850181096,0.838328762,0.845052426,0.866668024,0.845717502,0.852502576,0.824837814,0.823481752,0.833769892,0.841226663,0.876712268
NOWT,0.837060357,0.834044094,0.816183837,0.816739516,0.833368762,0.878632755,0.872234568,0.867652669,0.871321104,0.861928753,0.838889075,0.852188885,0.824929062,0.844097406,0.842468367,0.874337147,0.880014163,0.829888124,0.867855854,0.837190083,0.850312896,0.857216979,0.859824443,0.760591792,0.802457828,0.854254581,0.86900676,0.840290853,0.849763676,0.781256547,0.825017915,0.836656201,0.794314071,0.886922014,0.881045936,0.863800664,0.851512573,0.888246873,0.827390916,0.81412399,0.823374905,0.810643763,0.843952814,0.86435692,0.87974094,0.858020431,0.861464894,0.828391777,0.816382569,0.837944691,0.852431181,0.856025485,0.841816379,0.842942698,0.849403748,0.833345542,0.824480149,0.840907287,0.847724474,0.847401983,0.873365957,0.849775615,0.846266954,0.829320449,0.87222979,0.809156493,0.866436516,0.882344463,0.827653153,0.851887244,0.81634091,0.838982295,0.851148647,0.821218886,0.85045861,0.892395145,0.851505801,0.849860517,0.865381705,0.871740501,0.872209786,0.839654271,0.867680815,0.841194412,0.807780325,0.854293779,0.875290773,0.818213675,0.871270804,0.85716252,0.883844263,1,0.851722511,0.855323568,0.831839713,0.872326596,0.892308334,0.857158971,0.848466732,0.834035413,0.876165551,0.853596295,0.813371107,0.873079753,0.866503846,0.857939959,0.835272325,0.874228242,0.842949974,0.857618042,0.836454109,0.837920366,0.829463319,0.839372667,0.887093699,0.863437849,0.884513692,0.86266885,0.853561485,0.829017284,0.861346838,0.848608151,0.841916734,0.8356263,0.864276507,0.849206808,0.858457614,0.879092798,0.854705774,0.861166296,0.833966106,0.831930184,0.843252743,0.858135898,0.884936566
NSDT,0.871211496,0.861502505,0.839780763,0.841416728,0.86017352,0.906555722,0.903682686,0.900985352,0.903100327,0.884211315,0.867662607,0.882199208,0.844414289,0.871875558,0.873095247,0.904307048,0.912378367,0.855873436,0.899118735,0.858125432,0.878643203,0.886459047,0.889804466,0.784736227,0.827561309,0.882434903,0.90276911,0.869465138,0.878575628,0.800739078,0.848177694,0.863554204,0.813316807,0.896372093,0.913092586,0.894912663,0.883250408,0.921857858,0.852324539,0.837879152,0.848340326,0.844426456,0.873967054,0.893038432,0.909840692,0.891037929,0.892036098,0.853676392,0.841315791,0.862751741,0.88636732,0.887777208,0.869939104,0.871330737,0.875803606,0.864916114,0.850907054,0.868012477,0.872051711,0.879990866,0.906283025,0.877362984,0.875414875,0.861718054,0.904820877,0.835007891,0.894456078,0.914155421,0.853098958,0.878162178,0.836950934,0.870654373,0.87910228,0.846700001,0.8830871,0.919492913,0.879534542,0.880206349,0.896105196,0.903807386,0.909240446,0.869702772,0.897515014,0.868012693,0.828194362,0.881068412,0.905619606,0.841098892,0.900022765,0.890101006,0.841156657,0.851722511,1,0.883272111,0.855530809,0.90301914,0.918527389,0.887742679,0.87888787,0.864790295,0.905699772,0.883562412,0.84276462,0.902377778,0.898175902,0.889030506,0.86515213,0.906212909,0.870656013,0.862471436,0.862894778,0.866386597,0.853512374,0.865469602,0.914859227,0.891459454,0.918416736,0.892081412,0.883886555,0.861432231,0.889143783,0.874880555,0.870258076,0.859040093,0.895136778,0.875999749,0.885052565,0.910901295,0.885415225,0.891774031,0.861380959,0.849753207,0.868978454,0.863940017,0.9016011
OES,0.869109895,0.865379201,0.843079693,0.843817378,0.864236758,0.912471906,0.906235914,0.905074708,0.908702001,0.889457156,0.871096203,0.8824996,0.848935395,0.878326926,0.880190562,0.907503831,0.916583034,0.860687393,0.905931962,0.862084787,0.886840138,0.890997197,0.897668768,0.791253844,0.831097958,0.885358346,0.901099267,0.873500685,0.88159072,0.801916205,0.852191112,0.868588721,0.821306678,0.900405828,0.919173892,0.900307467,0.887333626,0.923560735,0.855707301,0.839710864,0.850564101,0.844550349,0.872868582,0.898065405,0.91191524,0.892303969,0.896234896,0.858193327,0.850154973,0.864736276,0.886748433,0.888872335,0.873720269,0.874515674,0.882695202,0.865429549,0.851245195,0.870177017,0.87516301,0.879195739,0.905609493,0.88046953,0.886853906,0.861836944,0.908452082,0.837066554,0.900111209,0.917420509,0.856633091,0.881471299,0.841612028,0.870865034,0.884246594,0.852795515,0.884274035,0.923450912,0.881800779,0.886732269,0.901473216,0.906531801,0.908654152,0.874666878,0.900027711,0.874238896,0.836295099,0.885592312,0.908350922,0.844500861,0.904504995,0.893355868,0.845766499,0.855323568,0.883272111,1,0.858472385,0.904491217,0.920431735,0.891297941,0.883942669,0.865618821,0.909314541,0.887546859,0.840796797,0.90581559,0.901985405,0.892195137,0.867295615,0.909420881,0.875422727,0.866852458,0.865370746,0.86971592,0.856221738,0.866223359,0.919232642,0.893408895,0.922059618,0.896474787,0.886274661,0.863998561,0.893136395,0.882994802,0.87503962,0.862726275,0.897861269,0.876790289,0.888035372,0.913916923,0.889564164,0.893415214,0.862482103,0.856238949,0.878656212,0.868836131,0.907392559
