abrevParker2017,abrevGaramszegi2019,breed,synonym,w1AKC,w2AKC,w1Bell,w2Bell,w1malesAKC,w2malesAKC,w1malesBell,w2malesBell,w1femalesAKC,w2femalesAKC,w1femalesBell,w2femalesBell,wAKC,wAKCmales,wAKCfemales,wBell2012,wBellmales,wBellfemales,wFan2016,wFan2016males,wFan2016females,wSpeakman2003,wKraus2013,wGerstner2010,wHawthorne2004,wCareau2010,weightcompendia,weightpapers,weight,l1AKC,l2AKC,l1Bell,l2Bell,lAKC,lBell,lLeroy2015b,lONeill2013,lMichell1999,lcompendia,lpapers,lifespan,lsClark2017,lsBell2012,lsLeroy2015,lsOkkens1993,lsSchrack2017,lsGroppetti2015,lsBorge2011,lsNielen2000,lsOgrak2009,lsWildt1982,lsYilmaz2007,lsGroppetti2017,lsMila2015,lsThomassen2006,lsGoleman2015,lsGubbels2008,lswebsite1,lswebsite2,lscompendia,lspapers,littersize,malesperlitterGubbels2008,femalesperlitterGubbels2008,bwClark2017,bwFan2016,bwYlmaz2007,bwGroppetti2017,bwGroppetti2015,bwFan2016males,bwFan2016females,bwcompendia,bwpapers,bwpaperskg,bw,bwkg,bwkgxls,grHawthorne2004,grPosadas2014,expgr,T99Hawthorne2004,T99Posadas2014,T99,growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Black and Tan Coonhound,Coonhound,29.483 ,49.895 ,25.000 ,34.000 ,,,,,,,,,39.689 ,,,29.500 ,,,,,,,28.500 ,31.180 ,,,34.595 ,29.840 ,32.217 ,10.000 ,12.000 ,11.000 ,12.000 ,11.000 ,11.500 ,,,,11.250 ,,11.250 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Blue Gascony Basset,Basset Bleu de Gascogne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Blue Gascony Great,Blue Gascony Great,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Blue Gascony Small,Blue Gascony Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Blue Picardy Spaniel,Blue Picardy Spaniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Bluetick Coonhound ,Bluetick Coonhound ,,,,,,,25.000 ,36.000 ,,,20.500 ,29.500 ,,,,27.750 ,30.500 ,25.000 ,,,,,,,,,27.750 ,,27.750 ,,,11.000 ,12.000 ,,11.500 ,,,,11.500 ,,11.500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Bohemian Shepherd Dog,Chodsky Pes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Bohemian Wire-Haired Pointing Griffon,Ceský Fousek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Bolognese,Bichon Bolonais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.700 ,,,,,3.000 ,,,,,,,,3.850 ,3.850 ,,,,,,137.500 ,,,,,137.500 ,0.138 ,137.500 ,0.138 ,0.5294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Bourbonnais Pointing Dog,Braque du Bourbonnais,15.876 ,24.040 ,,,,,,,,,,,19.958 ,,,,,,,,,,,,,,19.958 ,,19.958 ,10.000 ,12.000 ,,,11.000 ,,,,,11.000 ,,11.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Bouvier des Ardennes,Bouvier des Ardennes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Boykin Spaniel,Boykin Spaniel,,,11.000 ,18.000 ,13.608 ,18.144 ,,,11.340 ,15.876 ,,,14.742 ,15.876 ,13.608 ,14.500 ,,,,,,,,,,,14.661 ,,14.661 ,10.000 ,15.000 ,14.000 ,16.000 ,12.500 ,15.000 ,,,,13.750 ,,13.750 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Brazilian Terrier ,Brazilian Terrier ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Broholmer,Broholmer,40.823 ,68.039 ,,,,,,,,,,,54.431 ,,,,,,,,,,,,,,54.431 ,,54.431 ,8.000 ,10.000 ,,,9.000 ,,,,,9.000 ,,9.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Burgos Pointer,Burgos Pointer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Canaan Dog,Canaan Dog,,,,,20.412 ,24.948 ,20.500 ,25.000 ,15.876 ,20.412 ,16.000 ,20.500 ,20.412 ,22.680 ,18.144 ,20.500 ,22.750 ,18.250 ,20.500 ,20.500 ,20.500 ,,,,,,20.456 ,20.500 ,20.478 ,12.000 ,15.000 ,12.000 ,13.000 ,13.500 ,12.500 ,,,,13.000 ,,13.000 ,5.000 ,,,,,,,,,,,,,,,,,,5.000 ,,5.000 ,,,411.068 ,413.000 ,,,,418.000 ,408.000 ,411.068 ,413.000 ,0.413 ,412.034 ,0.412 ,2.0602,,,,,,,4853.8742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Canadian Eskimo Dog,Canadian Eskimo Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Canary Mastiff,Canary Mastiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Carolina Dog,Carolina Dog,13.608 ,24.948 ,,,,,,,,,,,19.278 ,,,,,,,,,,,,,,19.278 ,,19.278 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Castro Laboreiro Dog,Cao de Castro Laboreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Catahoula Leopard Dog,Catahoula Leopard Dog,22.680 ,43.091 ,,,,,,,,,,,32.885 ,,,,,,,,,,,,,,32.885 ,,32.885 ,10.000 ,14.000 ,,,12.000 ,,,,,12.000 ,,12.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Catalan Sheepdog,Catalan Sheepdog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Caucasian Shepherd Dog,Caucasian Shepherd Dog,44.906 ,77.111 ,,,,,,,,,,,61.008 ,,,,,,,,,,,,,,61.008 ,,61.008 ,10.000 ,12.000 ,,,11.000 ,,,,,11.000 ,,11.000 ,,,,,,,8.100 ,,,,,5.000 ,,,,,,,,6.550 ,6.550 ,,,,,,720.000 ,,,,,720.000 ,0.720 ,720.000 ,0.720 ,4.7160,,,,,,,8373.3506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Central Asia Shepherd Dog,Central Asia Shepherd Dog,39.916 ,49.895 ,,,,,,,,,,,44.906 ,,,,,,,,,,,,,,44.906 ,,44.906 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Cesky Terrier,Cesky Terrier,6.350 ,10.886 ,,,,,,,,,,,8.618 ,,,,,,,,,,,,,,8.618 ,,8.618 ,12.000 ,15.000 ,,,13.500 ,,,,,13.500 ,,13.500 ,,,,,,,5.000 ,,,,,,,,,,,,,5.000 ,5.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Chesapeake Bay Retriever,Chesapeake Bay Retriever,,,,,29.483 ,36.287 ,29.500 ,36.500 ,24.948 ,31.751 ,25.000 ,32.000 ,30.617 ,32.885 ,28.350 ,30.750 ,33.000 ,28.500 ,,,,,33.000 ,,,27.220 ,30.684 ,30.110 ,30.397 ,10.000 ,13.000 ,10.000 ,12.000 ,11.500 ,11.000 ,,,,11.250 ,,11.250 ,,,,,,,6.500 ,,,,,,,,,,,,,6.500 ,6.500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Clumber Spaniel,Clumber Spaniel,,,,,31.751 ,38.555 ,32.000 ,38.500 ,24.948 ,31.751 ,25.000 ,32.000 ,31.751 ,35.153 ,28.350 ,31.875 ,35.250 ,28.500 ,,,,,,,,,31.813 ,,31.813 ,10.000 ,12.000 ,10.000 ,12.000 ,11.000 ,11.000 ,,,,11.000 ,,11.000 ,,,,,,,9.000 ,,,,,,,,,,,,,9.000 ,9.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Coarse-Haired Styrian Hound,Coarse-Haired Styrian Hound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Cocker Spaniel,Cocker Spaniel,,,,,11.340 ,13.608 ,12.000 ,13.000 ,9.072 ,11.340 ,11.000 ,12.000 ,11.340 ,12.474 ,10.206 ,12.000 ,12.500 ,11.500 ,10.500 ,10.500 ,,,,,10.200 ,12.700 ,11.670 ,11.133 ,11.402 ,10.000 ,14.000 ,13.000 ,16.000 ,12.000 ,14.500 ,,11.500 ,11.800 ,13.250 ,11.650 ,12.183 ,,,,,,,5.700 ,,,,,,5.290 ,,,,,,,5.495 ,5.495 ,,,,250.000 ,,,,250.000 ,,,250.000 ,0.250 ,250.000 ,0.250 ,1.3738,15.300 ,,15.300 ,46.600 ,,46.600 ,4435.9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Collie Rough,Collie Rough,,,,,,,,,,,,,,,,,,,,,,,,30.840 ,,,,30.840 ,30.840 ,,,,,,,,12.000 ,12.200 ,,12.100 ,12.100 ,,,,,,,5.200 ,,,,,,,,,,,,,5.200 ,5.200 ,,,,,,155.000 ,,,,,155.000 ,0.155 ,155.000 ,0.155 ,0.8060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Collie Smooth,Collie Smooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.600 ,,,,,,,,,,,,,6.600 ,6.600 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Croatian Shepherd Dog,Croatian Shepherd Dog,13.154 ,19.958 ,,,,,,,,,,,16.556 ,,,,,,,,,,,,,,16.556 ,,16.556 ,13.000 ,14.000 ,,,13.500 ,,,,,13.500 ,,13.500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Cursinu,Cursinu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Czechoslovakian Wolfdog,Ceskoslovenský Vlciak,19.958 ,25.855 ,,,,,,,,,,,22.906 ,,,,,,,,,,,,,,22.906 ,,22.906 ,10.000 ,15.000 ,,,12.500 ,,,,,12.500 ,,12.500 ,,,,,,,,,,,,7.000 ,,,,,,,,7.000 ,7.000 ,,,,,,390.000 ,,,,,390.000 ,0.390 ,390.000 ,0.390 ,2.7300,,,,,,,5773.4349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Dachshund miniature,Dachshund miniature,4.990 ,4.990 ,,,,,,,,,,,4.990 ,,,,,,,,,,7.000 ,6.078 ,,,4.990 ,6.539 ,5.764 ,12.000 ,16.000 ,,,14.000 ,,,13.500 ,14.400 ,14.000 ,13.950 ,13.967 ,,,,,,5.500 ,4.400 ,,,,,,,,,,,,,4.950 ,4.950 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Dachshund rabbit,Dachshund rabbit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.300 ,,,,,,,,,,,,,3.300 ,3.300 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Dandie Dinmont Terrier,Dandie Dinmont Terrier,8.165 ,10.886 ,,,,,8.000 ,11.000 ,,,8.000 ,11.000 ,9.525 ,,,9.500 ,9.500 ,9.500 ,,,,,,,,,9.508 ,,9.508 ,12.000 ,15.000 ,12.000 ,15.000 ,13.500 ,13.500 ,,,,13.500 ,,13.500 ,,,,,,,5.000 ,,,,,,,,,,,,,5.000 ,5.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Dannish Swedish Farmdog,Dannish Swedish Farmdog,6.804 ,9.072 ,,,,,,,,,,,7.938 ,,,,,,,,,,,,,,7.938 ,,7.938 ,11.000 ,13.000 ,,,12.000 ,,,,,12.000 ,,12.000 ,,,,,,,4.200 ,,,,,,,,,,,,,4.200 ,4.200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Dogo Argentino,Dogo Argentino,36.287 ,45.359 ,,,,,,,,,,,40.823 ,,,,,,,,,,,,,,40.823 ,,40.823 ,9.000 ,15.000 ,,,12.000 ,,,,,12.000 ,,12.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Drentsche Partridge Dog,Drentsche Partridge Dog,21.772 ,33.112 ,,,,,,,,,,,27.442 ,,,,,,,,,,,,,,27.442 ,,27.442 ,11.000 ,14.000 ,,,12.500 ,,,,,12.500 ,,12.500 ,,,,,,,,,,,,,,,,5.990 ,,,,5.990 ,5.990 ,3.050 ,2.940 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Dutch Schapendoes,Dutch Schapendoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.600 ,,,,,,,,,,,,,6.600 ,6.600 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Dutch Shepherd Dog,Dutch Shepherd Dog,19.051 ,34.019 ,,,,,,,,,,,26.535 ,,,,,,,,,,,,,,26.535 ,,26.535 ,11.000 ,14.000 ,,,12.500 ,,,,,12.500 ,,12.500 ,,,,,,,7.750 ,,,,,,,,,,,,,7.750 ,7.750 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Dutch Smoushond,Dutch Smoushond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Elkhound Swedish,Jamthund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.800 ,,,,,,,,,,,,,6.800 ,6.800 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,English Foxhound,English Foxhound,27.216 ,34.019 ,25.000 ,34.000 ,,,,,,,,,30.617 ,,,29.500 ,,,,,,,,,,,30.059 ,,30.059 ,10.000 ,13.000 ,11.000 ,12.000 ,11.500 ,11.500 ,,,,11.500 ,,11.500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,English Pointer,English Pointer,,,,,24.948 ,34.019 ,25.000 ,34.000 ,20.412 ,27.216 ,20.500 ,29.500 ,26.649 ,29.483 ,23.814 ,27.250 ,29.500 ,25.000 ,,,,,29.000 ,,,,26.949 ,29.000 ,27.975 ,12.000 ,17.000 ,13.000 ,14.000 ,14.500 ,13.500 ,,,,14.000 ,,14.000 ,,,,,,,7.200 ,,,,,3.500 ,,,,,,,,5.350 ,5.350 ,,,,,,465.000 ,,,,,465.000 ,0.465 ,465.000 ,0.465 ,2.4878,,,,,,,5630.8667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,English Toy Spaniel,English Toy Spaniel,3.629 ,6.350 ,3.600 ,6.300 ,,,,,,,,,4.990 ,,,4.950 ,,,,,,,,,,,4.970 ,,4.970 ,10.000 ,12.000 ,10.000 ,12.000 ,11.000 ,11.000 ,,,,11.000 ,,11.000 ,3.500 ,,,,,,,,,,,,,,,,,,3.500 ,,3.500 ,,,141.748 ,,,,,,,141.748 ,,,141.748 ,0.142 ,0.4961,,,,,,,3420.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,English Toy Terrier,English Toy Terrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.900 ,,,,,,,,,,,,,3.900 ,3.900 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Entlebucher Cattle Dog,Entlebucher Cattle Dog,,,25.000 ,30.000 ,22.680 ,29.483 ,,,18.144 ,24.948 ,,,23.814 ,26.082 ,21.546 ,27.500 ,,,,,,,,,,,25.042 ,,25.042 ,11.000 ,13.000 ,11.000 ,15.000 ,12.000 ,13.000 ,,,,12.500 ,,12.500 ,,,,,5.490 ,,,,,,,7.000 ,,,,,,,,6.245 ,6.245 ,,,,,,344.000 ,,,,,344.000 ,0.344 ,344.000 ,0.344 ,2.1483,,,,,,,6822.5523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Estrela Mountain Dog,Cao da Serra da Estrela,34.927 ,59.874 ,,,,,,,,,,,47.400 ,,,,,,,,,,,,,,47.400 ,,47.400 ,10.000 ,14.000 ,,,12.000 ,,,,,12.000 ,,12.000 ,,,,,,,4.500 ,,,,,,,,,,,,,4.500 ,4.500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Fawn Brittany Griffon,Fawn Brittany Griffon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Fila Brasileiro,Fila Brasileiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Finnish Hound,Finnish Hound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.100 ,,,,,,,,,,,,,7.100 ,7.100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Finnish Lapponian Dog,Finnish Lapponian Dog,14.969 ,24.040 ,,,,,,,,,,,19.504 ,,,,,,20.640 ,20.640 ,20.640 ,,,,,,19.504 ,20.640 ,20.072 ,12.000 ,15.000 ,,,13.500 ,,,,,13.500 ,,13.500 ,,,,,,,5.100 ,,,,,,,,,,,,,5.100 ,5.100 ,,,,360.500 ,,,,363.000 ,358.000 ,,360.500 ,0.361 ,360.500 ,0.361 ,1.8386,,,,,,,5310.3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,Flanders Cattle Dog,Flanders Cattle Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,French Pointing Dog (Gascogne),Braque Francais (Gascogne),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
